"","original_shape_Elongation","original_shape_Flatness","original_shape_LeastAxisLength","original_shape_MajorAxisLength","original_shape_Maximum2DDiameterColumn","original_shape_Maximum2DDiameterRow","original_shape_Maximum2DDiameterSlice","original_shape_Maximum3DDiameter","original_shape_MeshVolume","original_shape_MinorAxisLength","original_shape_Sphericity","original_shape_SurfaceArea","original_shape_SurfaceVolumeRatio","original_firstorder_10Percentile","original_firstorder_90Percentile","original_firstorder_Energy","original_firstorder_Entropy","original_firstorder_InterquartileRange","original_firstorder_Kurtosis","original_firstorder_Maximum","original_firstorder_Mean","original_firstorder_MeanAbsoluteDeviation","original_firstorder_Median","original_firstorder_Minimum","original_firstorder_Range","original_firstorder_RobustMeanAbsoluteDeviation","original_firstorder_RootMeanSquared","original_firstorder_Skewness","original_firstorder_Uniformity","original_firstorder_Variance","original_glcm_Autocorrelation","original_glcm_JointAverage","original_glcm_ClusterProminence","original_glcm_ClusterShade","original_glcm_ClusterTendency","original_glcm_Contrast","original_glcm_Correlation","original_glcm_DifferenceAverage","original_glcm_DifferenceEntropy","original_glcm_DifferenceVariance","original_glcm_JointEnergy","original_glcm_JointEntropy","original_glcm_Imc1","original_glcm_Imc2","original_glcm_Idm","original_glcm_Idmn","original_glcm_Id","original_glcm_Idn","original_glcm_InverseVariance","original_glcm_MaximumProbability","original_glcm_SumEntropy","original_glcm_SumSquares","original_glrlm_GrayLevelNonUniformity","original_glrlm_GrayLevelNonUniformityNormalized","original_glrlm_GrayLevelVariance","original_glrlm_HighGrayLevelRunEmphasis","original_glrlm_LongRunEmphasis","original_glrlm_LongRunHighGrayLevelEmphasis","original_glrlm_LongRunLowGrayLevelEmphasis","original_glrlm_LowGrayLevelRunEmphasis","original_glrlm_RunEntropy","original_glrlm_RunLengthNonUniformity","original_glrlm_RunLengthNonUniformityNormalized","original_glrlm_RunPercentage","original_glrlm_RunVariance","original_glrlm_ShortRunEmphasis","original_glrlm_ShortRunHighGrayLevelEmphasis","original_glrlm_ShortRunLowGrayLevelEmphasis","original_glszm_GrayLevelNonUniformity","original_glszm_GrayLevelNonUniformityNormalized","original_glszm_GrayLevelVariance","original_glszm_HighGrayLevelZoneEmphasis","original_glszm_LargeAreaEmphasis","original_glszm_LargeAreaHighGrayLevelEmphasis","original_glszm_LargeAreaLowGrayLevelEmphasis","original_glszm_LowGrayLevelZoneEmphasis","original_glszm_SizeZoneNonUniformity","original_glszm_SizeZoneNonUniformityNormalized","original_glszm_SmallAreaEmphasis","original_glszm_SmallAreaHighGrayLevelEmphasis","original_glszm_SmallAreaLowGrayLevelEmphasis","original_glszm_ZoneEntropy","original_glszm_ZonePercentage","original_glszm_ZoneVariance","original_gldm_DependenceEntropy","original_gldm_DependenceNonUniformity","original_gldm_DependenceNonUniformityNormalized","original_gldm_DependenceVariance","original_gldm_GrayLevelNonUniformity","original_gldm_GrayLevelVariance","original_gldm_HighGrayLevelEmphasis","original_gldm_LargeDependenceEmphasis","original_gldm_LargeDependenceHighGrayLevelEmphasis","original_gldm_LargeDependenceLowGrayLevelEmphasis","original_gldm_LowGrayLevelEmphasis","original_gldm_SmallDependenceEmphasis","original_gldm_SmallDependenceHighGrayLevelEmphasis","original_gldm_SmallDependenceLowGrayLevelEmphasis","original_ngtdm_Busyness","original_ngtdm_Coarseness","original_ngtdm_Complexity","original_ngtdm_Contrast","original_ngtdm_Strength"
"original_firstorder_Range",-0.0211756950355242,-0.0559381208024341,-0.236586699147144,-0.189607002955151,-0.210994164393564,-0.207967866668764,-0.205976255000829,-0.201138371938105,-0.229982191347052,-0.220900345240052,0.0568010994555363,-0.219928684402973,0.236688254630533,-0.7667110195798,-0.0710227544211864,-0.276463990320645,0.777724687457736,0.714501135008054,-0.571407353297273,0.267565332812868,-0.670410344081964,0.813394471785959,-0.472846703860485,-0.877333447792464,1,0.751091073564557,-0.630391490719497,0.367059418056306,-0.702302167245846,0.851416229278915,0.881559581241552,0.871195090999058,0.894476078176666,-0.762519061899444,0.860548934112843,0.782914221250039,0.615213724081688,0.745205390701113,0.744955632239574,0.807156827095716,-0.668049462541495,0.782155227637345,-0.607965869582999,0.694715146587323,-0.655290400901204,-0.350390389320315,-0.666109380276694,-0.313927597581133,-0.677040767156924,-0.590485692743642,0.802176235207035,0.85128713881598,-0.389248238368698,-0.734544818443253,0.860926487273575,0.901211944026246,-0.562782749821225,0.707800578720482,-0.696284478451044,-0.573744911090361,0.849351429753813,-0.122218703863725,0.617095820918972,0.585858358445505,-0.532850121437358,0.616528762310768,0.905752624124043,-0.53414863867871,-0.221653345945434,-0.913012140496423,0.933307202097841,0.928128196385953,-0.504544648374262,-0.281920937355492,-0.613307331674216,-0.765027498536192,0.143042437072449,0.437907082401666,0.439595138618376,0.924637408861242,-0.774229526730391,0.742058466479807,0.660608863185975,-0.502838289494676,0.612373409956163,-0.0250879297177746,0.600156949383419,-0.391241123006042,-0.402868982898348,0.851452834604666,0.894785765711338,-0.540858427282953,0.303063428445092,-0.702660283950427,-0.538473412142764,0.656265787059045,0.849542716876432,-0.158652178948212,-0.554725204953381,0.243241417792294,0.934529755189736,0.632384699297777,0.593670032143039
"original_firstorder_RobustMeanAbsoluteDeviation",-0.0102575897336639,-0.0464383908881893,-0.61966904574289,-0.535829082283427,-0.590772743366012,-0.590636856147138,-0.583290657121789,-0.568114126313755,-0.629879826011323,-0.606082962893375,0.28836817183123,-0.622036244131607,0.602212354621382,-0.975708479073011,-0.316342091346485,-0.67749606614226,0.973841445489244,0.991782590280314,-0.937325203495647,-0.27428467767472,-0.92798792996073,0.985440798579195,-0.77275543350181,-0.922451131485196,0.751091073564557,1,-0.90995705353043,0.664843743040331,-0.948365920441726,0.965642014491498,0.818036869337614,0.796653690132678,0.919654225445074,-0.800454003221593,0.963186704168229,0.957518061731804,0.484918200864436,0.96783250309971,0.970205370454805,0.935170510360846,-0.891667996174257,0.926607455662609,-0.794013247564571,0.895063221122892,-0.918980104357572,-0.814245626594903,-0.92798015537827,-0.809478349812479,-0.935151559816099,-0.80407614879579,0.961503345095089,0.968629559772367,-0.774560432396361,-0.971625041606164,0.953641946463901,0.814757453273545,-0.84522166873314,0.444530702716974,-0.553619756509795,-0.317394251506123,0.929269926214353,-0.520077940189165,0.899569077570087,0.867031478150589,-0.814007530007054,0.898369524284637,0.854026707310456,-0.260562215691213,-0.577718532579955,-0.882805458080828,0.849896784319315,0.839740588098572,-0.856094422303981,-0.706063607422459,-0.901080747947227,-0.722873388495076,-0.256204400251702,0.57899874715843,0.579243484535465,0.846723458911737,-0.720551379866909,0.434322190035091,0.941449619490878,-0.85440409850072,0.453369107210682,-0.406457114674281,0.905958488588775,-0.625273547874016,-0.784578143867029,0.96559812049469,0.813140664062721,-0.812682611579431,-0.0105789391420262,-0.83028588597441,-0.239762940023146,0.93985971737773,0.94173274386881,0.198640743833177,-0.820662734563607,0.641236871281259,0.902899514331552,0.953092542636701,0.821643303776422
"original_firstorder_RootMeanSquared",0.00800765796372347,0.0204602714787013,0.627010681142507,0.558299083328137,0.619395686086332,0.623685342449891,0.604424515080483,0.593905804613733,0.651235308266244,0.632290594455913,-0.337665827389692,0.652255884184637,-0.608644525843603,0.943723522890071,0.601321031136393,0.705400014415371,-0.881196929363869,-0.901089332382027,0.876486504215686,0.414747897015937,0.996530916517991,-0.898636775556713,0.925568415110873,0.86453713294455,-0.630391490719497,-0.90995705353043,1,-0.577595435024332,0.864137875741116,-0.872007696836636,-0.697563721206712,-0.675265894769407,-0.812675160937906,0.716691947557202,-0.863287854725448,-0.890161832793027,-0.351677892569848,-0.906916057995146,-0.903649113657107,-0.851991224440048,0.805450630186598,-0.808815404687263,0.71147649849003,-0.804968444103586,0.871319160377488,0.813552878903589,0.878298629810827,0.808159424292169,0.902827275502857,0.73658661816191,-0.847600205054612,-0.874523584114908,0.766521190191392,0.887745071441124,-0.858152904980835,-0.69012571337868,0.807536647842999,-0.340303192518908,0.432322988549498,0.202381289819427,-0.804379519482213,0.565267700740124,-0.858089088616472,-0.827270481773058,0.779522721622167,-0.857206349566283,-0.733330201904287,0.147564004655031,0.587725230058803,0.748780726810081,-0.724315735511944,-0.712223020376695,0.831663930715512,0.707332322097712,0.863424071888972,0.609936564266237,0.319927955535867,-0.589009169958041,-0.588684095228917,-0.723240089634457,0.604590728972386,-0.262472009478512,-0.910352747383569,0.830210731677293,-0.245664495992446,0.454038369184147,-0.865761305741124,0.614948092514292,0.770346770673303,-0.872004133486341,-0.689605788176642,0.778919057688212,0.0910437619908762,0.770844991832639,0.132950543127472,-0.90743938457701,-0.854095706729792,-0.288531762003834,0.783874706124832,-0.649112199372688,-0.800083738731917,-0.912833487070302,-0.78578692946915
"original_firstorder_Skewness",-0.0665933480348528,-0.162727679862131,-0.541475858706682,-0.385294377276191,-0.447059865899062,-0.475962797278002,-0.451967681916537,-0.416746737654554,-0.520545710900531,-0.47365720408198,0.182550111638145,-0.498429453357769,0.537563300083496,-0.586138729325482,-0.214685376415318,-0.547724193447809,0.688944300785638,0.696195718634621,-0.808005876288576,-0.237350713844345,-0.580398819883171,0.600879175699895,-0.60694496972367,-0.481112380779612,0.367059418056306,0.664843743040331,-0.577595435024332,1,-0.715700364352567,0.568010022732555,0.328625445722481,0.302321927642933,0.497025331371331,-0.266936077544981,0.581953412434311,0.57698917956289,0.288190166286981,0.639646483256708,0.646936612047525,0.5115327022424,-0.699882166484585,0.628574344039851,-0.64110178791101,0.684353085901848,-0.700509640077325,-0.557139536748265,-0.698060322661369,-0.674154777359444,-0.659355535705175,-0.676908599255098,0.66876083683662,0.586548190668395,-0.609764551629301,-0.701635658770336,0.545477339116759,0.334082230786861,-0.694294995193526,-0.103884294776533,-0.17344607557704,-0.0158075078170997,0.575509579338399,-0.445842015625291,0.701227331220698,0.697779627840456,-0.688107237407403,0.700177762588547,0.398689982855426,0.00544010210618298,-0.48823940530923,-0.492216266208182,0.455770967279536,0.450135690759504,-0.653719773273739,-0.662809393963199,-0.617976616323546,-0.442287087795282,-0.396107687685304,0.144336095199762,0.143221576409973,0.453185594670524,-0.459911418351092,0.177722581841653,0.639343598481689,-0.653423529287905,0.151873714865569,-0.35152240092064,0.717303386073617,-0.633422606056238,-0.627603816996047,0.567931952967015,0.324750140306918,-0.685800777944157,-0.472302968999662,-0.494315241502017,0.0892721290127171,0.639603561082708,0.580594480208424,0.129077019387055,-0.568227549070978,0.554928639861094,0.510860362830045,0.605566601041632,0.556985016921865
"original_firstorder_Uniformity",0.0435626052301884,0.098717760790675,0.663851026042422,0.543854556998622,0.608767384836172,0.619492529756015,0.612160052776888,0.583094328408941,0.666595777591872,0.631543262716909,-0.251802690815384,0.650120951446923,-0.660685151276368,0.902303786950525,0.280062164265589,0.70767116431661,-0.985401925666893,-0.966206319601747,0.918837570345799,0.254766588407936,0.874888017667738,-0.917170084378515,0.784846204991444,0.84937507744213,-0.702302167245846,-0.948365920441726,0.864137875741116,-0.715700364352567,1,-0.894720167671828,-0.727121064016398,-0.70582081369104,-0.839728440313477,0.687507784705614,-0.899757125283347,-0.914204243140348,-0.406903829224817,-0.953189239006052,-0.961735286805157,-0.862609846346715,0.979891690348099,-0.943243118482207,0.787560668063392,-0.897565664852327,0.975063674640203,0.798275014516603,0.976373691784777,0.834765341235333,0.945474261677868,0.930868088821365,-0.967805777972502,-0.907582890411591,0.803567885467443,0.990986829371401,-0.87414262957435,-0.730512887585206,0.939349996315172,-0.278650267696691,0.538114323615375,0.2886389864536,-0.873524712239217,0.550274580435749,-0.963692537939557,-0.950794505637787,0.92088293341475,-0.963358554834697,-0.786684731772856,0.231841612318826,0.612135151397846,0.819359844119622,-0.784399004529504,-0.791185243194608,0.895310226086478,0.780756450676348,0.922943845648623,0.695423119502621,0.326765862780239,-0.478860181423121,-0.478160307031219,-0.790084329924125,0.692298709176356,-0.411023224135543,-0.941641392524901,0.894212228284417,-0.403832869152967,0.434124262123287,-0.954390897907584,0.784294857518629,0.826598952213043,-0.894578443512394,-0.722700727976268,0.920467965075928,0.209998436984985,0.862531290669772,0.191996067357039,-0.941815834718856,-0.913449784700755,-0.231153237830146,0.836744134441967,-0.694330466726002,-0.850665334189617,-0.911107691734566,-0.821888851005796
"original_firstorder_Variance",0.00690480104762499,-0.0260864776525296,-0.530492155365312,-0.468790639402718,-0.512422266469636,-0.50879658941303,-0.504917448381533,-0.492863096735382,-0.540837857033527,-0.524193123867725,0.258362008854925,-0.536102650403752,0.513883703584325,-0.973329294869666,-0.276656573207007,-0.589739332827445,0.951795159188625,0.936558759241427,-0.852835738459807,-0.183439329507051,-0.901255514082117,0.994445222802526,-0.704362593568315,-0.976612760195433,0.851416229278915,0.965642014491498,-0.872007696836636,0.568010022732555,-0.894720167671828,1,0.906953797114172,0.888779252878822,0.984682128907436,-0.859201501790179,0.996059906397266,0.968804487877725,0.549063203306141,0.950813132241598,0.947479456070774,0.969525094489522,-0.827663584098711,0.906385118801289,-0.793711496582828,0.885041460390527,-0.859097354779303,-0.735077053400853,-0.871921690518168,-0.693047498649571,-0.905216663845681,-0.730901940649161,0.947462773112578,0.998066720494852,-0.693417277227843,-0.932104733343969,0.998462900259396,0.908817915229516,-0.764257976843082,0.60327698650705,-0.606408199592968,-0.399000804183373,0.962181353473821,-0.436259842742873,0.830426638311037,0.790464150671408,-0.728202702801198,0.829140916736651,0.934337172303374,-0.344802246206449,-0.509036737331682,-0.956197516506815,0.944906231246857,0.925285614673876,-0.781200249758461,-0.588821932097121,-0.855724805696177,-0.759267990667262,-0.146168467103393,0.618422359051274,0.61907202259812,0.932254070115396,-0.758224252971956,0.53363584017726,0.904087567713779,-0.779201048272868,0.508669550280897,-0.324744309370072,0.832193088234222,-0.529003160853681,-0.698595311116924,0.999990767683328,0.906716996290066,-0.728858683196293,0.145812941926299,-0.820683304813033,-0.339480544512319,0.89999182049137,0.972669103242406,0.116024629229353,-0.785822886913029,0.545833512175725,0.96373837558198,0.922764706311098,0.805627825878508
"original_glcm_Autocorrelation",0.0396968560722323,0.0151795483129561,-0.322186633711075,-0.305229945424051,-0.324044705360428,-0.306401943619535,-0.318047324412855,-0.317451938681349,-0.335014532800235,-0.329193476153493,0.144768070437717,-0.329940483951561,0.317813755018048,-0.835460032572261,-0.131173727094339,-0.379142900874883,0.80842230236161,0.77663333044486,-0.639460865100466,-0.0517017832138666,-0.735703393200318,0.877636494537951,-0.502574439602427,-0.941889693252229,0.881559581241552,0.818036869337614,-0.697563721206712,0.328625445722481,-0.727121064016398,0.906953797114172,1,0.998542751700082,0.937567187374726,-0.934435650347872,0.901561962207431,0.859649512104458,0.562293922949029,0.811987920242502,0.813388802819582,0.902083993025552,-0.674887855697271,0.823408295965396,-0.637923765359862,0.724949202011997,-0.682571086813741,-0.556249670997487,-0.69851448785343,-0.477554051569777,-0.739334123209315,-0.563924641620093,0.832680943283611,0.897512862479784,-0.487285885164558,-0.774133964154316,0.917228879658372,0.995667937864889,-0.575105948932331,0.8221468699612,-0.778760488600113,-0.624705031531601,0.893177398964847,-0.232993870227641,0.647036547826235,0.603624413160748,-0.536587266043782,0.645710009693932,0.988273014181324,-0.576843730082694,-0.316631694543134,-0.935125158629827,0.933549185976921,0.957395774028521,-0.58265976564493,-0.347568701798601,-0.71700973361527,-0.821851921739109,0.0701144240370653,0.617106348999387,0.619222979074225,0.957094994869585,-0.804724354608424,0.651217167573836,0.736537541110129,-0.580346179481095,0.624188345738921,-0.132325823032686,0.649498660909156,-0.336698701725714,-0.491100613625118,0.907047416044633,0.997194995436482,-0.538637650197239,0.412781089623929,-0.807948700713399,-0.591174877084661,0.736408612617661,0.901916839502653,-0.114437642584628,-0.633943988992487,0.330966890806799,0.927756312191598,0.760896927663179,0.657912216865499
"original_glcm_JointAverage",0.0467135787131932,0.0212578140627619,-0.307221696268119,-0.295110030588123,-0.311624423085533,-0.292683464119927,-0.305156057361168,-0.305694957381455,-0.319814414237852,-0.314918370933428,0.139966455916093,-0.31523972034179,0.302059697455363,-0.814857227081786,-0.118707022148652,-0.362241606487889,0.787983249014207,0.754554002168784,-0.615342166662752,-0.046056950436227,-0.713535629048755,0.85810253216531,-0.479190925118623,-0.927919416452798,0.871195090999058,0.796653690132678,-0.675265894769407,0.302321927642933,-0.70582081369104,0.888779252878822,0.998542751700082,1,0.921078107828599,-0.933776592513887,0.882161139559424,0.844582533266709,0.545811808133023,0.794885458534345,0.796455600250406,0.890038249326,-0.654666004747354,0.806887794148493,-0.619216176314572,0.705123530826624,-0.663008131727342,-0.542736798799475,-0.679179911126804,-0.459964868605507,-0.72056611917949,-0.543557827101385,0.813144065442548,0.878599408969762,-0.469418598906861,-0.753276703058731,0.899765547747679,0.992662737803016,-0.555359643276241,0.832247024400041,-0.78577283803844,-0.635133338138457,0.876078500606984,-0.219351907566693,0.62739989617693,0.5838834525301,-0.516844685708455,0.626089879032356,0.982632554606319,-0.587600512798501,-0.302276413941446,-0.921778792072841,0.920643217122222,0.948668481275809,-0.563685087298033,-0.327207718216737,-0.702440651995921,-0.816809133190745,0.0832707992351754,0.621528466714664,0.623737905867623,0.948316519449009,-0.79717248154144,0.647264278304137,0.718822345121814,-0.561335057778915,0.621937442146173,-0.121335802843068,0.630207492267935,-0.316847763147345,-0.472845084155806,0.888874977425366,0.994664044904692,-0.518749620381716,0.432610648100532,-0.804466173682552,-0.604585707887881,0.719333523918584,0.88777114868646,-0.123873070223106,-0.618940826519101,0.313943956598393,0.914739393566371,0.742939423854848,0.642033927953916
"original_glcm_ClusterProminence",0.0129320461000346,-0.0149033886651447,-0.429500491175444,-0.382319789632756,-0.417420789680421,-0.412937708669472,-0.409175824747108,-0.401704824648664,-0.439685842080413,-0.426701803460175,0.201834315549246,-0.435043120587823,0.418532336998995,-0.937558440969458,-0.222446839267796,-0.4896261964556,0.909730942757207,0.882453982165432,-0.778628320698287,-0.100882982005891,-0.847806555430748,0.965952349908041,-0.631286701495716,-0.977074537999486,0.894476078176666,0.919654225445074,-0.812675160937906,0.497025331371331,-0.839728440313477,0.984682128907436,0.937567187374726,0.921078107828599,1,-0.880264465380027,0.98755694274263,0.929921695377282,0.623755398678159,0.899698815914894,0.896676446983421,0.944852619021974,-0.776585873097758,0.88312292019796,-0.751878735950074,0.840734276919289,-0.794849015179062,-0.645585454404098,-0.808587998150297,-0.593271422821477,-0.843851398574498,-0.678332967550027,0.919308904407459,0.9826215406145,-0.598567209240739,-0.880649955093688,0.989344124885709,0.943560094687935,-0.692236512516673,0.684457394883191,-0.639620406011372,-0.455340773716728,0.95698696056748,-0.333798296556589,0.760454748285745,0.719447227187067,-0.655416413925249,0.759200287011669,0.957939508889344,-0.404844212754688,-0.416796499494247,-0.973825248442451,0.971614675496217,0.950581028561062,-0.694574718191632,-0.482346271804262,-0.785271701410682,-0.770765140391952,-0.0411651183639687,0.575721112769509,0.576887948020437,0.953748361061328,-0.777098185687803,0.622021018907622,0.835851515193235,-0.692554460545209,0.575002125862391,-0.225524116187895,0.758731220536559,-0.461849233029342,-0.604286710404092,0.984663016392221,0.941614829368161,-0.658256404109839,0.240732009332738,-0.785332764277089,-0.405904957349127,0.83080257176709,0.950736034298866,0.0279867151822208,-0.71453109954462,0.445127563891276,0.965483607373867,0.860599630869303,0.742957564547256
"original_glcm_ClusterShade",-0.0683479741138798,-0.0616880724137568,0.305135030729847,0.314310333796839,0.325073148756872,0.310774383497121,0.320351861413482,0.326923915590811,0.329387840715002,0.325616682310314,-0.188368414786932,0.332368745206686,-0.293891850698862,0.831378214810094,0.188062128632086,0.373367195959161,-0.759470615722635,-0.758984704318861,0.653087278596493,0.147009903684261,0.749038259854081,-0.845597764159661,0.508348848754407,0.880924657007288,-0.762519061899444,-0.800454003221593,0.716691947557202,-0.266936077544981,0.687507784705614,-0.859201501790179,-0.934435650347872,-0.933776592513887,-0.880264465380027,1,-0.852946202318931,-0.809173035480441,-0.544431171864434,-0.769761571372692,-0.775282658712837,-0.84849865524019,0.631057189342667,-0.77972923396877,0.587010454383852,-0.674409880846425,0.647739985568431,0.584901274950538,0.663436381644535,0.508228990608142,0.704625471637756,0.516064473964462,-0.781962482780515,-0.847853688836914,0.472043168369111,0.735500120263072,-0.866269731039939,-0.914868969940711,0.540442811062259,-0.764987977742018,0.66902533461074,0.495382302944704,-0.837400600748465,0.233807123947091,-0.612629161325016,-0.568512131183121,0.501309612218404,-0.611329348319921,-0.90615560664824,0.445136472267012,0.29649163867952,0.851743895535527,-0.828642209665912,-0.837558845895628,0.554665437850717,0.334632768407336,0.680680405541658,0.707557299077659,-0.056636213519189,-0.605727437716281,-0.608095769898274,-0.838826750718541,0.699015948422124,-0.559820471933352,-0.70786390917344,0.551928784824663,-0.577108875738687,0.140020068140976,-0.618227832519297,0.296680820186055,0.47312885641561,-0.859197614498948,-0.922300822890962,0.501951015271386,-0.405053316628779,0.755158799896015,0.465006361390128,-0.708381242847991,-0.821677965456558,0.011410495524351,0.591556803448027,-0.321107100542358,-0.83859659068362,-0.75501561800237,-0.600456270808143
"original_glcm_ClusterTendency",0.00235683227877061,-0.0339099751942228,-0.504637943363786,-0.43758751466845,-0.482049617506291,-0.481331447248831,-0.474840389816912,-0.462696989509331,-0.512893902054838,-0.493967004995979,0.229072241258251,-0.506287288638662,0.49183482575622,-0.967697419729461,-0.266290301289366,-0.563066846021965,0.954533755860294,0.935167918833359,-0.853998200508101,-0.154387010616354,-0.893001337066213,0.99061462123611,-0.697674832947708,-0.972214776079877,0.860548934112843,0.963186704168229,-0.863287854725448,0.581953412434311,-0.899757125283347,0.996059906397266,0.901561962207431,0.882161139559424,0.98755694274263,-0.852946202318931,1,0.955003470217275,0.597984277526678,0.940688844203036,0.939576592999798,0.952500216635501,-0.838205917914986,0.919305503027633,-0.792438894616345,0.885688046498482,-0.857574832380812,-0.70950596577726,-0.869365148652446,-0.675997839313958,-0.898667064034215,-0.742885163748094,0.95739042900308,0.997962735454444,-0.671541707800417,-0.934602317959366,0.994191253108821,0.905168234675771,-0.763022628084221,0.597587611850731,-0.614493603381295,-0.412347332710827,0.968935360015808,-0.403907861479616,0.827121792883503,0.788729770900871,-0.727729749034858,0.825925802948348,0.931015805888112,-0.359567636032922,-0.480154163491371,-0.959313504368748,0.943439750630268,0.925531323873718,-0.766224298323687,-0.572669427183342,-0.841318828338029,-0.768991887709114,-0.11859396676204,0.567262852964019,0.568090360084646,0.928981132870044,-0.772477654149319,0.574653565415418,0.890959537347555,-0.764346250748101,0.542458047624177,-0.290891023839623,0.825112387258431,-0.534864386176468,-0.679023609625257,0.996067195068323,0.902588531033137,-0.729592409415991,0.140942489955806,-0.814079120953876,-0.350945948025296,0.885455780847478,0.965076899528909,0.0876393047255694,-0.764984414391724,0.523006204278774,0.95986825322139,0.906116733735938,0.785121392816448
"original_glcm_Contrast",-0.0158964296039903,-0.0474766215875859,-0.637360594042888,-0.55821453474388,-0.610249269808858,-0.609011226896281,-0.608042320706432,-0.582720175643256,-0.6495257099773,-0.630146591371995,0.295729405657466,-0.642354305539471,0.623728673550951,-0.95783293232145,-0.31869778983198,-0.692089929243201,0.953229083741161,0.940400212829195,-0.861589918310194,-0.285940558457976,-0.910256860866558,0.971994334273032,-0.741645117845663,-0.947431836753205,0.782914221250039,0.957518061731804,-0.890161832793027,0.57698917956289,-0.914204243140348,0.968804487877725,0.859649512104458,0.844582533266709,0.929921695377282,-0.809173035480441,0.955003470217275,1,0.373017015807508,0.988891579398328,0.980581360600522,0.988425428391641,-0.849775954350243,0.883445889311002,-0.794076739987998,0.889029011340362,-0.906657229187402,-0.838017222319854,-0.918719979786085,-0.791881878177152,-0.946786060497589,-0.764039154740916,0.928243033447711,0.969644466724382,-0.780413235254816,-0.942627306763158,0.962146529823217,0.860197458197447,-0.827920631231307,0.511571089243298,-0.570551825285696,-0.338944746204424,0.908118040837614,-0.551444493125568,0.887892140626,0.851709395825859,-0.794838973010051,0.886735185573614,0.89555431558164,-0.280320183220993,-0.608225346272614,-0.896803917741678,0.894206235377104,0.886913515058799,-0.857467931871982,-0.689549584424272,-0.916488998560892,-0.725523711261726,-0.266805205406898,0.703775126681152,0.703443411162843,0.898443868729414,-0.712380293701049,0.399476025536264,0.958721340338016,-0.855510032855709,0.375980751429592,-0.44116576624584,0.892875324042167,-0.600517171704083,-0.785584466384244,0.968742615158978,0.856709586141159,-0.793185578473477,0.0369878999961937,-0.855377702983415,-0.272117512813889,0.95818878143948,0.977851510334121,0.220707438412754,-0.850674728476757,0.643874884292347,0.940358586418938,0.964856133781128,0.861036627191764
"original_glcm_Correlation",0.0561930623189474,0.0271998626490432,0.101428012630457,0.099448085630547,0.106674985573393,0.108518709861988,0.106987741521411,0.0889429151808074,0.112803198592801,0.118437017378621,-0.0610165428537415,0.113784415687488,-0.113641719705246,-0.48826434876129,0.00798190465932346,0.0681116592011778,0.472579290617942,0.448474845581405,-0.400714127793079,0.260040022902624,-0.385609409836304,0.529084955939983,-0.22541446218111,-0.527905163051621,0.615213724081688,0.484918200864436,-0.351677892569848,0.288190166286981,-0.406903829224817,0.549063203306141,0.562293922949029,0.545811808133023,0.623755398678159,-0.544431171864434,0.597984277526678,0.373017015807508,1,0.352003615180844,0.372159706120783,0.395657247814006,-0.381631091203141,0.556996516825087,-0.411877132442442,0.446670008657321,-0.29137596342059,-0.0596525895433486,-0.298510114650796,-0.0533333117372709,-0.32563109768196,-0.296811692324139,0.550188898058217,0.552676440504603,-0.0435804219816601,-0.444267014795192,0.559433200544545,0.566446035894275,-0.194964662093161,0.563515342247648,-0.452715070461203,-0.417470620581749,0.639415837310383,0.199199379977049,0.244916192430634,0.215728790169688,-0.168457061224027,0.244353992936468,0.546328979837106,-0.401801435544257,0.11096531969326,-0.631496615222147,0.581835012022258,0.540689168143972,-0.142999514898449,0.0296380041027119,-0.232382593681694,-0.495812172566576,0.365215870190388,-0.0270045262647261,-0.0233895073911174,0.519954518692607,-0.529578965867153,0.811868871948577,0.279180559008676,-0.142145768562018,0.769320849729469,0.263772956276882,0.224292330779329,-0.0587400479270615,-0.0531298768295577,0.549193913473756,0.569890499865159,-0.177868841174189,0.403890206698613,-0.329616866956648,-0.408217409719686,0.263440754847169,0.432668795498517,-0.279470324175793,-0.143602530950532,-0.0731717785896098,0.511325703984392,0.318378546039701,0.172339493340179
